tweet_id,author_id,created_at,text,in_network
350,168,2025-12-04T16:46:36.410614Z,Synthetic tweet 350 by user 168,0
351,184,2025-12-02T14:27:08.410614Z,Synthetic tweet 351 by user 184,0
352,22,2025-12-08T11:27:54.410614Z,Synthetic tweet 352 by user 22,1
353,12,2025-12-03T15:17:26.410614Z,Synthetic tweet 353 by user 12,1
354,39,2025-12-05T00:51:56.410614Z,Synthetic tweet 354 by user 39,1
355,26,2025-12-07T18:11:35.410614Z,Synthetic tweet 355 by user 26,1
356,6,2025-12-07T23:29:20.410614Z,Synthetic tweet 356 by user 6,1
357,156,2025-12-04T12:24:33.410614Z,Synthetic tweet 357 by user 156,0
358,81,2025-12-04T01:39:06.410614Z,Synthetic tweet 358 by user 81,0
359,26,2025-12-04T11:50:39.410614Z,Synthetic tweet 359 by user 26,1
360,85,2025-12-05T04:52:29.410614Z,Synthetic tweet 360 by user 85,0
361,1,2025-12-06T16:53:55.410614Z,Synthetic tweet 361 by user 1,1
362,37,2025-12-06T09:39:56.410614Z,Synthetic tweet 362 by user 37,1
363,138,2025-12-03T00:05:49.410614Z,Synthetic tweet 363 by user 138,0
364,111,2025-12-07T10:48:21.410614Z,Synthetic tweet 364 by user 111,0
365,62,2025-12-02T00:58:12.410614Z,Synthetic tweet 365 by user 62,0
366,93,2025-12-04T20:29:35.410614Z,Synthetic tweet 366 by user 93,0
367,15,2025-12-02T21:35:46.410614Z,Synthetic tweet 367 by user 15,1
368,106,2025-12-08T14:30:19.410614Z,Synthetic tweet 368 by user 106,0
369,18,2025-12-05T23:14:18.410614Z,Synthetic tweet 369 by user 18,1
370,3,2025-12-05T16:16:02.410614Z,Synthetic tweet 370 by user 3,1
371,6,2025-12-01T22:40:49.410614Z,Synthetic tweet 371 by user 6,1
372,20,2025-12-05T05:32:37.410614Z,Synthetic tweet 372 by user 20,1
373,191,2025-12-07T01:02:11.410614Z,Synthetic tweet 373 by user 191,0
374,39,2025-12-07T18:35:31.410614Z,Synthetic tweet 374 by user 39,1
375,33,2025-12-07T02:18:55.410614Z,Synthetic tweet 375 by user 33,1
376,10,2025-12-06T23:30:45.410614Z,Synthetic tweet 376 by user 10,1
377,169,2025-12-08T03:38:26.410614Z,Synthetic tweet 377 by user 169,0
378,174,2025-12-04T03:36:05.410614Z,Synthetic tweet 378 by user 174,0
379,100,2025-12-04T20:25:25.410614Z,Synthetic tweet 379 by user 100,0
380,7,2025-12-03T22:12:00.410614Z,Synthetic tweet 380 by user 7,1
381,27,2025-12-04T14:24:46.410614Z,Synthetic tweet 381 by user 27,1
382,23,2025-12-04T18:50:51.410614Z,Synthetic tweet 382 by user 23,1
383,9,2025-12-07T18:36:03.410614Z,Synthetic tweet 383 by user 9,1
384,68,2025-12-08T12:38:06.410614Z,Synthetic tweet 384 by user 68,0
385,25,2025-12-07T18:32:23.410614Z,Synthetic tweet 385 by user 25,1
386,187,2025-12-05T17:30:39.410614Z,Synthetic tweet 386 by user 187,0
387,85,2025-12-07T21:50:11.410614Z,Synthetic tweet 387 by user 85,0
388,147,2025-12-04T20:41:31.410614Z,Synthetic tweet 388 by user 147,0
389,166,2025-12-09T06:14:35.410614Z,Synthetic tweet 389 by user 166,0
390,156,2025-12-07T04:26:24.410614Z,Synthetic tweet 390 by user 156,0
391,17,2025-12-03T20:50:04.410614Z,Synthetic tweet 391 by user 17,1
392,163,2025-12-02T06:31:05.410614Z,Synthetic tweet 392 by user 163,0
393,11,2025-12-04T05:09:58.410614Z,Synthetic tweet 393 by user 11,1
394,39,2025-12-07T17:58:49.410614Z,Synthetic tweet 394 by user 39,1
395,17,2025-12-03T12:45:27.410614Z,Synthetic tweet 395 by user 17,1
396,38,2025-12-07T00:19:18.410614Z,Synthetic tweet 396 by user 38,1
397,151,2025-12-09T11:33:40.410614Z,Synthetic tweet 397 by user 151,0
398,60,2025-12-02T01:46:26.410614Z,Synthetic tweet 398 by user 60,0
399,161,2025-12-06T05:35:38.410614Z,Synthetic tweet 399 by user 161,0
400,168,2025-12-06T17:54:28.410614Z,Synthetic tweet 400 by user 168,0
401,153,2025-12-08T07:01:16.410614Z,Synthetic tweet 401 by user 153,0
402,39,2025-12-02T12:40:05.410614Z,Synthetic tweet 402 by user 39,1
403,25,2025-12-02T21:02:44.410614Z,Synthetic tweet 403 by user 25,1
404,130,2025-12-02T18:21:04.410614Z,Synthetic tweet 404 by user 130,0
405,32,2025-12-03T11:33:46.410614Z,Synthetic tweet 405 by user 32,1
406,38,2025-12-08T16:17:54.410614Z,Synthetic tweet 406 by user 38,1
407,11,2025-12-05T22:08:54.410614Z,Synthetic tweet 407 by user 11,1
408,44,2025-12-09T00:00:04.410614Z,Synthetic tweet 408 by user 44,0
409,171,2025-12-06T11:04:49.410614Z,Synthetic tweet 409 by user 171,0
410,34,2025-12-08T12:54:56.410614Z,Synthetic tweet 410 by user 34,1
411,22,2025-12-06T03:29:40.410614Z,Synthetic tweet 411 by user 22,1
412,1,2025-12-04T00:22:11.410614Z,Synthetic tweet 412 by user 1,1
413,176,2025-12-07T07:59:35.410614Z,Synthetic tweet 413 by user 176,0
414,39,2025-12-02T17:24:24.410614Z,Synthetic tweet 414 by user 39,1
415,40,2025-12-05T05:39:06.410614Z,Synthetic tweet 415 by user 40,1
416,14,2025-12-08T10:04:05.410614Z,Synthetic tweet 416 by user 14,1
417,144,2025-12-05T01:08:38.410614Z,Synthetic tweet 417 by user 144,0
418,63,2025-12-01T16:47:22.410614Z,Synthetic tweet 418 by user 63,0
419,170,2025-12-03T19:56:36.410614Z,Synthetic tweet 419 by user 170,0
420,23,2025-12-06T23:15:15.410614Z,Synthetic tweet 420 by user 23,1
421,164,2025-12-01T22:39:10.410614Z,Synthetic tweet 421 by user 164,0
422,130,2025-12-06T05:43:46.410614Z,Synthetic tweet 422 by user 130,0
423,56,2025-12-03T11:02:11.410614Z,Synthetic tweet 423 by user 56,0
424,148,2025-12-06T03:33:55.410614Z,Synthetic tweet 424 by user 148,0
425,155,2025-12-07T04:02:36.410614Z,Synthetic tweet 425 by user 155,0
426,147,2025-12-08T14:15:45.410614Z,Synthetic tweet 426 by user 147,0
427,10,2025-12-07T07:14:54.410614Z,Synthetic tweet 427 by user 10,1
428,196,2025-12-03T12:02:50.410614Z,Synthetic tweet 428 by user 196,0
429,90,2025-12-08T22:04:20.410614Z,Synthetic tweet 429 by user 90,0
430,21,2025-12-04T16:15:49.410614Z,Synthetic tweet 430 by user 21,1
431,154,2025-12-08T14:06:31.410614Z,Synthetic tweet 431 by user 154,0
432,43,2025-12-09T07:47:47.410614Z,Synthetic tweet 432 by user 43,0
433,145,2025-12-09T09:58:35.410614Z,Synthetic tweet 433 by user 145,0
434,15,2025-12-07T20:33:30.410614Z,Synthetic tweet 434 by user 15,1
435,24,2025-12-01T21:53:17.410614Z,Synthetic tweet 435 by user 24,1
436,26,2025-12-07T15:48:24.410614Z,Synthetic tweet 436 by user 26,1
437,190,2025-12-04T18:27:37.410614Z,Synthetic tweet 437 by user 190,0
438,197,2025-12-07T04:15:03.410614Z,Synthetic tweet 438 by user 197,0
439,35,2025-12-09T00:46:10.410614Z,Synthetic tweet 439 by user 35,1
440,38,2025-12-03T08:03:22.410614Z,Synthetic tweet 440 by user 38,1
441,105,2025-12-04T13:03:26.410614Z,Synthetic tweet 441 by user 105,0
442,189,2025-12-06T20:29:01.410614Z,Synthetic tweet 442 by user 189,0
443,11,2025-12-07T17:06:23.410614Z,Synthetic tweet 443 by user 11,1
444,146,2025-12-08T01:26:23.410614Z,Synthetic tweet 444 by user 146,0
445,45,2025-12-08T07:51:49.410614Z,Synthetic tweet 445 by user 45,0
446,1,2025-12-02T04:30:00.410614Z,Synthetic tweet 446 by user 1,1
447,74,2025-12-06T02:09:26.410614Z,Synthetic tweet 447 by user 74,0
448,173,2025-12-05T22:42:04.410614Z,Synthetic tweet 448 by user 173,0
449,113,2025-12-03T00:58:45.410614Z,Synthetic tweet 449 by user 113,0
450,35,2025-12-07T10:17:53.410614Z,Synthetic tweet 450 by user 35,1
451,1,2025-12-02T04:10:15.410614Z,Synthetic tweet 451 by user 1,1
452,178,2025-12-01T23:41:45.410614Z,Synthetic tweet 452 by user 178,0
453,138,2025-12-06T11:37:59.410614Z,Synthetic tweet 453 by user 138,0
454,37,2025-12-09T08:29:32.410614Z,Synthetic tweet 454 by user 37,1
455,7,2025-12-07T14:49:42.410614Z,Synthetic tweet 455 by user 7,1
456,5,2025-12-02T06:18:09.410614Z,Synthetic tweet 456 by user 5,1
457,3,2025-12-07T17:06:07.410614Z,Synthetic tweet 457 by user 3,1
458,58,2025-12-08T08:02:41.410614Z,Synthetic tweet 458 by user 58,0
459,28,2025-12-04T12:16:23.410614Z,Synthetic tweet 459 by user 28,1
460,8,2025-12-05T19:06:10.410614Z,Synthetic tweet 460 by user 8,1
461,32,2025-12-05T02:06:58.410614Z,Synthetic tweet 461 by user 32,1
462,35,2025-12-02T09:54:33.410614Z,Synthetic tweet 462 by user 35,1
463,19,2025-12-08T05:22:19.410614Z,Synthetic tweet 463 by user 19,1
464,87,2025-12-09T01:09:12.410614Z,Synthetic tweet 464 by user 87,0
465,179,2025-12-04T00:20:50.410614Z,Synthetic tweet 465 by user 179,0
466,5,2025-12-03T07:30:46.410614Z,Synthetic tweet 466 by user 5,1
467,145,2025-12-08T10:03:43.410614Z,Synthetic tweet 467 by user 145,0
468,141,2025-12-09T06:41:38.410614Z,Synthetic tweet 468 by user 141,0
469,144,2025-12-06T23:45:59.410614Z,Synthetic tweet 469 by user 144,0
470,86,2025-12-03T19:47:45.410614Z,Synthetic tweet 470 by user 86,0
471,23,2025-12-05T08:20:54.410614Z,Synthetic tweet 471 by user 23,1
472,152,2025-12-03T23:15:16.410614Z,Synthetic tweet 472 by user 152,0
473,175,2025-12-07T07:35:17.410614Z,Synthetic tweet 473 by user 175,0
474,7,2025-12-02T21:09:36.410614Z,Synthetic tweet 474 by user 7,1
475,56,2025-12-02T01:50:08.410614Z,Synthetic tweet 475 by user 56,0
476,28,2025-12-02T18:19:13.410614Z,Synthetic tweet 476 by user 28,1
477,25,2025-12-02T12:06:32.410614Z,Synthetic tweet 477 by user 25,1
478,122,2025-12-07T07:36:59.410614Z,Synthetic tweet 478 by user 122,0
479,38,2025-12-07T09:35:51.410614Z,Synthetic tweet 479 by user 38,1
480,34,2025-12-07T07:57:24.410614Z,Synthetic tweet 480 by user 34,1
481,95,2025-12-02T14:13:27.410614Z,Synthetic tweet 481 by user 95,0
482,9,2025-12-01T15:01:05.410614Z,Synthetic tweet 482 by user 9,1
483,32,2025-12-02T05:07:59.410614Z,Synthetic tweet 483 by user 32,1
484,59,2025-12-02T22:40:35.410614Z,Synthetic tweet 484 by user 59,0
485,10,2025-12-09T06:58:32.410614Z,Synthetic tweet 485 by user 10,1
486,152,2025-12-01T17:57:38.410614Z,Synthetic tweet 486 by user 152,0
487,88,2025-12-07T20:45:30.410614Z,Synthetic tweet 487 by user 88,0
488,6,2025-12-02T10:03:32.410614Z,Synthetic tweet 488 by user 6,1
489,113,2025-12-08T02:12:27.410614Z,Synthetic tweet 489 by user 113,0
490,104,2025-12-04T11:16:57.410614Z,Synthetic tweet 490 by user 104,0
491,175,2025-12-05T23:24:56.410614Z,Synthetic tweet 491 by user 175,0
492,1,2025-12-07T19:58:23.410614Z,Synthetic tweet 492 by user 1,1
493,89,2025-12-05T18:11:10.410614Z,Synthetic tweet 493 by user 89,0
494,36,2025-12-03T12:22:47.410614Z,Synthetic tweet 494 by user 36,1
495,147,2025-12-03T06:19:13.410614Z,Synthetic tweet 495 by user 147,0
496,24,2025-12-09T11:18:31.410614Z,Synthetic tweet 496 by user 24,1
497,18,2025-12-06T17:19:32.410614Z,Synthetic tweet 497 by user 18,1
498,16,2025-12-01T17:40:47.410614Z,Synthetic tweet 498 by user 16,1
499,185,2025-12-07T09:00:25.410614Z,Synthetic tweet 499 by user 185,0
500,40,2025-12-02T00:03:31.410614Z,Synthetic tweet 500 by user 40,1
501,22,2025-12-05T23:41:06.410614Z,Synthetic tweet 501 by user 22,1
502,150,2025-12-05T09:53:58.410614Z,Synthetic tweet 502 by user 150,0
503,9,2025-12-05T15:41:23.410614Z,Synthetic tweet 503 by user 9,1
504,14,2025-12-02T21:02:59.410614Z,Synthetic tweet 504 by user 14,1
505,127,2025-12-06T08:51:45.410614Z,Synthetic tweet 505 by user 127,0
506,167,2025-12-01T19:33:37.410614Z,Synthetic tweet 506 by user 167,0
507,164,2025-12-02T08:31:41.410614Z,Synthetic tweet 507 by user 164,0
508,89,2025-12-01T19:27:19.410614Z,Synthetic tweet 508 by user 89,0
509,90,2025-12-04T07:24:38.410614Z,Synthetic tweet 509 by user 90,0
510,199,2025-12-01T11:56:39.410614Z,Synthetic tweet 510 by user 199,0
511,92,2025-12-09T07:59:44.410614Z,Synthetic tweet 511 by user 92,0
512,28,2025-12-02T20:43:11.410614Z,Synthetic tweet 512 by user 28,1
513,4,2025-12-08T15:26:53.410614Z,Synthetic tweet 513 by user 4,1
514,159,2025-12-09T08:25:24.410614Z,Synthetic tweet 514 by user 159,0
515,89,2025-12-04T17:13:29.410614Z,Synthetic tweet 515 by user 89,0
516,198,2025-12-05T11:53:58.410614Z,Synthetic tweet 516 by user 198,0
517,171,2025-12-01T23:19:21.410614Z,Synthetic tweet 517 by user 171,0
518,4,2025-12-04T09:45:24.410614Z,Synthetic tweet 518 by user 4,1
519,19,2025-12-05T19:11:11.410614Z,Synthetic tweet 519 by user 19,1
520,141,2025-12-03T15:20:17.410614Z,Synthetic tweet 520 by user 141,0
521,78,2025-12-01T11:48:21.410614Z,Synthetic tweet 521 by user 78,0
522,91,2025-12-03T19:15:23.410614Z,Synthetic tweet 522 by user 91,0
523,110,2025-12-08T08:11:06.410614Z,Synthetic tweet 523 by user 110,0
524,26,2025-12-06T11:39:10.410614Z,Synthetic tweet 524 by user 26,1
525,4,2025-12-03T22:48:09.410614Z,Synthetic tweet 525 by user 4,1
526,178,2025-12-04T15:47:31.410614Z,Synthetic tweet 526 by user 178,0
527,74,2025-12-04T07:51:42.410614Z,Synthetic tweet 527 by user 74,0
528,27,2025-12-09T05:45:21.410614Z,Synthetic tweet 528 by user 27,1
529,119,2025-12-02T06:37:09.410614Z,Synthetic tweet 529 by user 119,0
530,40,2025-12-03T07:50:18.410614Z,Synthetic tweet 530 by user 40,1
531,175,2025-12-04T13:29:32.410614Z,Synthetic tweet 531 by user 175,0
532,2,2025-12-06T04:54:16.410614Z,Synthetic tweet 532 by user 2,1
533,68,2025-12-07T21:25:40.410614Z,Synthetic tweet 533 by user 68,0
534,138,2025-12-05T19:05:32.410614Z,Synthetic tweet 534 by user 138,0
535,5,2025-12-05T23:25:44.410614Z,Synthetic tweet 535 by user 5,1
536,24,2025-12-07T20:38:32.410614Z,Synthetic tweet 536 by user 24,1
537,26,2025-12-08T12:40:37.410614Z,Synthetic tweet 537 by user 26,1
538,139,2025-12-07T19:19:49.410614Z,Synthetic tweet 538 by user 139,0
539,28,2025-12-01T11:45:32.410614Z,Synthetic tweet 539 by user 28,1
540,133,2025-12-06T17:34:15.410614Z,Synthetic tweet 540 by user 133,0
541,22,2025-12-08T16:25:22.410614Z,Synthetic tweet 541 by user 22,1
542,38,2025-12-08T15:35:25.410614Z,Synthetic tweet 542 by user 38,1
543,1,2025-12-02T14:25:45.410614Z,Synthetic tweet 543 by user 1,1
544,5,2025-12-01T17:13:29.410614Z,Synthetic tweet 544 by user 5,1
545,2,2025-12-06T14:40:05.410614Z,Synthetic tweet 545 by user 2,1
546,81,2025-12-07T07:03:30.410614Z,Synthetic tweet 546 by user 81,0
547,168,2025-12-07T21:37:39.410614Z,Synthetic tweet 547 by user 168,0
548,161,2025-12-03T17:22:43.410614Z,Synthetic tweet 548 by user 161,0
549,56,2025-12-02T20:29:22.410614Z,Synthetic tweet 549 by user 56,0
550,16,2025-12-06T01:46:17.410614Z,Synthetic tweet 550 by user 16,1
551,3,2025-12-02T23:14:58.410614Z,Synthetic tweet 551 by user 3,1
552,34,2025-12-04T19:14:42.410614Z,Synthetic tweet 552 by user 34,1
553,21,2025-12-07T06:42:06.410614Z,Synthetic tweet 553 by user 21,1
554,19,2025-12-02T13:47:43.410614Z,Synthetic tweet 554 by user 19,1
555,17,2025-12-04T15:47:15.410614Z,Synthetic tweet 555 by user 17,1
556,24,2025-12-03T15:34:38.410614Z,Synthetic tweet 556 by user 24,1
557,159,2025-12-06T04:25:07.410614Z,Synthetic tweet 557 by user 159,0
558,16,2025-12-05T13:00:27.410614Z,Synthetic tweet 558 by user 16,1
559,28,2025-12-04T23:09:39.410614Z,Synthetic tweet 559 by user 28,1
560,94,2025-12-06T12:03:49.410614Z,Synthetic tweet 560 by user 94,0
561,78,2025-12-06T17:23:11.410614Z,Synthetic tweet 561 by user 78,0
562,25,2025-12-04T07:31:51.410614Z,Synthetic tweet 562 by user 25,1
563,33,2025-12-03T15:15:38.410614Z,Synthetic tweet 563 by user 33,1
564,35,2025-12-01T14:30:48.410614Z,Synthetic tweet 564 by user 35,1
565,64,2025-12-02T16:17:38.410614Z,Synthetic tweet 565 by user 64,0
566,26,2025-12-04T20:21:14.410614Z,Synthetic tweet 566 by user 26,1
567,19,2025-12-08T16:42:02.410614Z,Synthetic tweet 567 by user 19,1
568,10,2025-12-08T10:48:45.410614Z,Synthetic tweet 568 by user 10,1
569,21,2025-12-03T06:26:29.410614Z,Synthetic tweet 569 by user 21,1
570,11,2025-12-09T09:40:18.410614Z,Synthetic tweet 570 by user 11,1
571,44,2025-12-06T02:00:44.410614Z,Synthetic tweet 571 by user 44,0
572,53,2025-12-07T01:17:50.410614Z,Synthetic tweet 572 by user 53,0
573,31,2025-12-05T06:24:05.410614Z,Synthetic tweet 573 by user 31,1
574,9,2025-12-09T00:59:13.410614Z,Synthetic tweet 574 by user 9,1
575,72,2025-12-05T16:01:45.410614Z,Synthetic tweet 575 by user 72,0
576,148,2025-12-08T22:40:24.410614Z,Synthetic tweet 576 by user 148,0
577,131,2025-12-02T08:00:05.410614Z,Synthetic tweet 577 by user 131,0
578,31,2025-12-05T12:10:18.410614Z,Synthetic tweet 578 by user 31,1
579,53,2025-12-03T03:04:55.410614Z,Synthetic tweet 579 by user 53,0
580,8,2025-12-05T10:01:20.410614Z,Synthetic tweet 580 by user 8,1
581,41,2025-12-02T21:37:20.410614Z,Synthetic tweet 581 by user 41,0
582,191,2025-12-03T00:20:57.410614Z,Synthetic tweet 582 by user 191,0
583,13,2025-12-09T11:15:38.410614Z,Synthetic tweet 583 by user 13,1
584,11,2025-12-05T04:20:18.410614Z,Synthetic tweet 584 by user 11,1
585,161,2025-12-02T03:31:14.410614Z,Synthetic tweet 585 by user 161,0
586,196,2025-12-03T14:18:37.410614Z,Synthetic tweet 586 by user 196,0
587,19,2025-12-06T04:41:15.410614Z,Synthetic tweet 587 by user 19,1
588,84,2025-12-04T19:23:30.410614Z,Synthetic tweet 588 by user 84,0
589,95,2025-12-07T09:01:17.410614Z,Synthetic tweet 589 by user 95,0
590,11,2025-12-07T05:24:18.410614Z,Synthetic tweet 590 by user 11,1
591,39,2025-12-07T21:59:57.410614Z,Synthetic tweet 591 by user 39,1
592,156,2025-12-08T20:07:52.410614Z,Synthetic tweet 592 by user 156,0
593,175,2025-12-04T15:28:03.410614Z,Synthetic tweet 593 by user 175,0
594,121,2025-12-05T06:59:49.410614Z,Synthetic tweet 594 by user 121,0
595,13,2025-12-06T14:28:13.410614Z,Synthetic tweet 595 by user 13,1
596,94,2025-12-05T11:31:38.410614Z,Synthetic tweet 596 by user 94,0
597,51,2025-12-03T18:45:15.410614Z,Synthetic tweet 597 by user 51,0
598,17,2025-12-07T10:16:42.410614Z,Synthetic tweet 598 by user 17,1
599,11,2025-12-06T23:59:10.410614Z,Synthetic tweet 599 by user 11,1
600,12,2025-12-08T12:57:49.410614Z,Synthetic tweet 600 by user 12,1
601,18,2025-12-04T17:52:20.410614Z,Synthetic tweet 601 by user 18,1
602,12,2025-12-04T09:04:45.410614Z,Synthetic tweet 602 by user 12,1
603,159,2025-12-03T16:36:13.410614Z,Synthetic tweet 603 by user 159,0
604,22,2025-12-06T05:02:17.410614Z,Synthetic tweet 604 by user 22,1
605,30,2025-12-07T17:20:28.410614Z,Synthetic tweet 605 by user 30,1
606,13,2025-12-06T20:35:21.410614Z,Synthetic tweet 606 by user 13,1
607,36,2025-12-03T08:23:06.410614Z,Synthetic tweet 607 by user 36,1
608,142,2025-12-04T03:40:45.410614Z,Synthetic tweet 608 by user 142,0
609,114,2025-12-05T23:38:57.410614Z,Synthetic tweet 609 by user 114,0
610,8,2025-12-03T22:35:47.410614Z,Synthetic tweet 610 by user 8,1
611,11,2025-12-05T03:46:45.410614Z,Synthetic tweet 611 by user 11,1
612,113,2025-12-01T15:17:42.410614Z,Synthetic tweet 612 by user 113,0
613,30,2025-12-09T07:33:21.410614Z,Synthetic tweet 613 by user 30,1
614,8,2025-12-03T19:30:23.410614Z,Synthetic tweet 614 by user 8,1
615,53,2025-12-05T12:20:55.410614Z,Synthetic tweet 615 by user 53,0
616,38,2025-12-06T10:16:51.410614Z,Synthetic tweet 616 by user 38,1
617,31,2025-12-03T21:50:50.410614Z,Synthetic tweet 617 by user 31,1
618,16,2025-12-07T21:41:00.410614Z,Synthetic tweet 618 by user 16,1
619,87,2025-12-04T16:03:48.410614Z,Synthetic tweet 619 by user 87,0
620,150,2025-12-05T10:49:59.410614Z,Synthetic tweet 620 by user 150,0
621,155,2025-12-03T17:00:26.410614Z,Synthetic tweet 621 by user 155,0
622,8,2025-12-01T18:00:31.410614Z,Synthetic tweet 622 by user 8,1
623,191,2025-12-09T00:56:23.410614Z,Synthetic tweet 623 by user 191,0
624,18,2025-12-06T00:04:13.410614Z,Synthetic tweet 624 by user 18,1
625,17,2025-12-08T08:14:20.410614Z,Synthetic tweet 625 by user 17,1
626,1,2025-12-06T16:08:44.410614Z,Synthetic tweet 626 by user 1,1
627,199,2025-12-08T12:54:24.410614Z,Synthetic tweet 627 by user 199,0
628,137,2025-12-08T04:03:30.410614Z,Synthetic tweet 628 by user 137,0
629,26,2025-12-05T20:17:16.410614Z,Synthetic tweet 629 by user 26,1
630,38,2025-12-08T04:14:52.410614Z,Synthetic tweet 630 by user 38,1
631,25,2025-12-02T12:11:31.410614Z,Synthetic tweet 631 by user 25,1
632,97,2025-12-08T06:08:05.410614Z,Synthetic tweet 632 by user 97,0
633,5,2025-12-08T19:00:46.410614Z,Synthetic tweet 633 by user 5,1
634,23,2025-12-04T10:21:12.410614Z,Synthetic tweet 634 by user 23,1
635,101,2025-12-08T09:03:57.410614Z,Synthetic tweet 635 by user 101,0
636,106,2025-12-09T05:15:08.410614Z,Synthetic tweet 636 by user 106,0
637,92,2025-12-04T15:24:48.410614Z,Synthetic tweet 637 by user 92,0
638,39,2025-12-07T14:47:56.410614Z,Synthetic tweet 638 by user 39,1
639,39,2025-12-06T02:18:56.410614Z,Synthetic tweet 639 by user 39,1
640,65,2025-12-02T21:36:17.410614Z,Synthetic tweet 640 by user 65,0
641,110,2025-12-01T12:47:14.410614Z,Synthetic tweet 641 by user 110,0
642,31,2025-12-02T19:58:00.410614Z,Synthetic tweet 642 by user 31,1
643,23,2025-12-04T11:07:04.410614Z,Synthetic tweet 643 by user 23,1
644,124,2025-12-03T07:25:31.410614Z,Synthetic tweet 644 by user 124,0
645,110,2025-12-08T12:22:45.410614Z,Synthetic tweet 645 by user 110,0
646,47,2025-12-07T14:24:41.410614Z,Synthetic tweet 646 by user 47,0
647,185,2025-12-09T09:05:23.410614Z,Synthetic tweet 647 by user 185,0
648,24,2025-12-03T17:25:30.410614Z,Synthetic tweet 648 by user 24,1
649,2,2025-12-08T01:10:48.410614Z,Synthetic tweet 649 by user 2,1
650,26,2025-12-04T13:38:54.410614Z,Synthetic tweet 650 by user 26,1
651,34,2025-12-08T01:28:58.410614Z,Synthetic tweet 651 by user 34,1
652,114,2025-12-01T21:50:45.410614Z,Synthetic tweet 652 by user 114,0
653,123,2025-12-03T10:36:38.410614Z,Synthetic tweet 653 by user 123,0
654,120,2025-12-02T06:02:28.410614Z,Synthetic tweet 654 by user 120,0
655,6,2025-12-06T06:46:02.410614Z,Synthetic tweet 655 by user 6,1
656,14,2025-12-02T15:51:48.410614Z,Synthetic tweet 656 by user 14,1
657,194,2025-12-04T12:38:52.410614Z,Synthetic tweet 657 by user 194,0
658,158,2025-12-07T00:52:51.410614Z,Synthetic tweet 658 by user 158,0
659,12,2025-12-04T11:19:36.410614Z,Synthetic tweet 659 by user 12,1
660,133,2025-12-07T07:14:45.410614Z,Synthetic tweet 660 by user 133,0
661,146,2025-12-09T11:32:58.410614Z,Synthetic tweet 661 by user 146,0
662,132,2025-12-02T16:10:32.410614Z,Synthetic tweet 662 by user 132,0
663,58,2025-12-08T00:38:21.410614Z,Synthetic tweet 663 by user 58,0
664,66,2025-12-05T23:12:48.410614Z,Synthetic tweet 664 by user 66,0
665,2,2025-12-05T20:42:30.410614Z,Synthetic tweet 665 by user 2,1
666,5,2025-12-07T05:52:21.410614Z,Synthetic tweet 666 by user 5,1
667,11,2025-12-07T03:41:38.410614Z,Synthetic tweet 667 by user 11,1
668,36,2025-12-05T04:39:27.410614Z,Synthetic tweet 668 by user 36,1
669,20,2025-12-08T05:07:47.410614Z,Synthetic tweet 669 by user 20,1
670,20,2025-12-08T15:44:58.410614Z,Synthetic tweet 670 by user 20,1
671,120,2025-12-01T12:15:39.410614Z,Synthetic tweet 671 by user 120,0
672,36,2025-12-08T01:09:01.410614Z,Synthetic tweet 672 by user 36,1
673,161,2025-12-08T02:36:19.410614Z,Synthetic tweet 673 by user 161,0
674,155,2025-12-08T04:32:42.410614Z,Synthetic tweet 674 by user 155,0
675,134,2025-12-01T23:41:12.410614Z,Synthetic tweet 675 by user 134,0
676,81,2025-12-04T07:03:52.410614Z,Synthetic tweet 676 by user 81,0
677,40,2025-12-06T08:05:24.410614Z,Synthetic tweet 677 by user 40,1
678,120,2025-12-04T13:10:36.410614Z,Synthetic tweet 678 by user 120,0
679,99,2025-12-08T04:41:15.410614Z,Synthetic tweet 679 by user 99,0
680,178,2025-12-03T18:02:35.410614Z,Synthetic tweet 680 by user 178,0
681,161,2025-12-01T23:46:41.410614Z,Synthetic tweet 681 by user 161,0
682,14,2025-12-04T14:27:49.410614Z,Synthetic tweet 682 by user 14,1
683,65,2025-12-06T15:08:29.410614Z,Synthetic tweet 683 by user 65,0
684,32,2025-12-04T00:12:55.410614Z,Synthetic tweet 684 by user 32,1
685,120,2025-12-03T05:35:34.410614Z,Synthetic tweet 685 by user 120,0
686,19,2025-12-09T00:19:44.410614Z,Synthetic tweet 686 by user 19,1
687,64,2025-12-06T03:40:02.410614Z,Synthetic tweet 687 by user 64,0
688,16,2025-12-03T01:39:33.410614Z,Synthetic tweet 688 by user 16,1
689,176,2025-12-04T06:50:34.410614Z,Synthetic tweet 689 by user 176,0
690,171,2025-12-03T18:15:29.410614Z,Synthetic tweet 690 by user 171,0
691,65,2025-12-01T19:31:04.410614Z,Synthetic tweet 691 by user 65,0
692,179,2025-12-04T00:36:39.410614Z,Synthetic tweet 692 by user 179,0
693,179,2025-12-01T15:38:49.410614Z,Synthetic tweet 693 by user 179,0
694,14,2025-12-08T05:19:59.410614Z,Synthetic tweet 694 by user 14,1
695,182,2025-12-08T01:30:57.410614Z,Synthetic tweet 695 by user 182,0
696,164,2025-12-06T16:07:20.410614Z,Synthetic tweet 696 by user 164,0
697,4,2025-12-06T02:08:55.410614Z,Synthetic tweet 697 by user 4,1
698,63,2025-12-08T08:59:15.410614Z,Synthetic tweet 698 by user 63,0
