tweet_id,user_id,engagement,timestamp
258,114,reply,2025-12-05T11:58:15.410614Z
258,80,like,2025-12-07T15:15:10.410614Z
259,139,retweet,2025-12-09T02:41:27.410614Z
259,43,retweet,2025-12-08T16:49:13.410614Z
260,80,reply,2025-12-03T13:39:45.410614Z
261,48,like,2025-12-06T13:48:33.410614Z
261,36,reply,2025-12-05T14:11:11.410614Z
261,76,retweet,2025-12-05T07:03:16.410614Z
262,41,like,2025-12-04T20:14:47.410614Z
262,102,reply,2025-12-06T16:13:15.410614Z
262,116,like,2025-12-07T12:48:39.410614Z
263,168,reply,2025-12-06T20:27:08.410614Z
264,63,retweet,2025-12-07T16:22:57.410614Z
264,19,like,2025-12-03T09:19:52.410614Z
265,57,like,2025-12-07T22:00:03.410614Z
265,70,like,2025-12-03T07:54:35.410614Z
266,125,retweet,2025-12-04T15:39:06.410614Z
266,24,retweet,2025-12-08T09:59:11.410614Z
266,135,like,2025-12-03T21:32:57.410614Z
267,103,retweet,2025-12-07T02:18:02.410614Z
268,188,retweet,2025-12-05T13:34:14.410614Z
268,68,retweet,2025-12-02T05:03:58.410614Z
268,13,retweet,2025-12-03T18:40:09.410614Z
268,185,reply,2025-12-05T01:41:25.410614Z
268,163,retweet,2025-12-06T00:37:16.410614Z
269,162,like,2025-12-08T02:59:35.410614Z
270,126,retweet,2025-12-06T18:16:08.410614Z
270,2,retweet,2025-12-07T20:58:12.410614Z
271,136,like,2025-12-08T13:37:08.410614Z
271,191,retweet,2025-12-06T16:40:19.410614Z
271,88,like,2025-12-07T08:59:51.410614Z
272,43,like,2025-12-04T02:38:20.410614Z
272,95,reply,2025-12-08T01:10:18.410614Z
273,55,retweet,2025-12-08T18:52:24.410614Z
274,76,like,2025-12-04T04:57:17.410614Z
274,90,retweet,2025-12-04T11:24:36.410614Z
274,27,like,2025-12-02T17:49:04.410614Z
275,1,reply,2025-12-05T03:30:03.410614Z
275,39,retweet,2025-12-02T22:06:16.410614Z
275,196,retweet,2025-12-03T20:08:14.410614Z
276,112,like,2025-12-03T19:55:57.410614Z
276,41,like,2025-12-04T04:30:24.410614Z
277,8,reply,2025-12-05T07:24:27.410614Z
277,41,retweet,2025-12-01T15:42:12.410614Z
277,170,retweet,2025-12-06T23:54:14.410614Z
277,50,retweet,2025-12-03T06:56:52.410614Z
277,122,like,2025-12-08T10:57:45.410614Z
278,87,like,2025-12-02T18:14:58.410614Z
278,109,retweet,2025-12-04T18:02:26.410614Z
278,152,like,2025-12-03T02:42:45.410614Z
278,188,reply,2025-12-06T17:07:08.410614Z
279,170,reply,2025-12-07T17:26:36.410614Z
279,109,reply,2025-12-07T04:51:48.410614Z
279,50,reply,2025-12-07T03:22:52.410614Z
279,121,like,2025-12-06T21:07:21.410614Z
280,23,retweet,2025-12-02T16:37:08.410614Z
280,13,retweet,2025-12-06T03:39:29.410614Z
281,68,reply,2025-12-03T02:44:27.410614Z
281,93,retweet,2025-12-09T05:06:55.410614Z
281,71,like,2025-12-09T09:50:05.410614Z
281,89,reply,2025-12-04T04:00:53.410614Z
283,197,like,2025-12-03T22:36:17.410614Z
284,166,reply,2025-12-03T08:33:24.410614Z
284,70,like,2025-12-06T12:48:40.410614Z
284,53,reply,2025-12-08T10:14:18.410614Z
285,25,like,2025-12-04T00:45:22.410614Z
286,49,reply,2025-12-04T15:19:52.410614Z
286,107,retweet,2025-12-03T19:24:14.410614Z
287,128,like,2025-12-06T13:55:05.410614Z
288,177,like,2025-12-02T17:42:33.410614Z
289,98,reply,2025-12-02T21:08:17.410614Z
290,2,reply,2025-12-05T00:41:09.410614Z
290,131,like,2025-12-05T01:57:23.410614Z
290,116,reply,2025-12-08T05:30:10.410614Z
290,128,like,2025-12-08T16:18:22.410614Z
291,69,like,2025-12-05T16:16:07.410614Z
291,13,like,2025-12-08T12:06:58.410614Z
291,164,retweet,2025-12-03T23:54:57.410614Z
292,156,like,2025-12-08T22:47:24.410614Z
292,75,like,2025-12-05T05:17:52.410614Z
292,83,retweet,2025-12-08T16:10:01.410614Z
293,176,retweet,2025-12-04T12:55:56.410614Z
294,148,reply,2025-12-03T06:03:57.410614Z
295,126,like,2025-12-05T14:59:31.410614Z
295,46,retweet,2025-12-06T12:09:20.410614Z
295,117,retweet,2025-12-09T00:26:24.410614Z
295,47,like,2025-12-06T21:22:49.410614Z
296,165,reply,2025-12-07T11:18:12.410614Z
296,103,reply,2025-12-07T21:58:29.410614Z
296,25,retweet,2025-12-09T07:43:35.410614Z
296,185,like,2025-12-09T06:55:13.410614Z
297,2,retweet,2025-12-08T04:21:59.410614Z
297,27,like,2025-12-01T15:14:23.410614Z
297,138,retweet,2025-12-07T00:32:28.410614Z
297,188,retweet,2025-12-02T06:06:25.410614Z
298,11,retweet,2025-12-07T11:41:19.410614Z
298,26,like,2025-12-09T03:28:47.410614Z
298,139,retweet,2025-12-03T06:22:01.410614Z
298,75,retweet,2025-12-05T03:30:30.410614Z
298,130,reply,2025-12-03T07:38:24.410614Z
299,19,like,2025-12-04T08:38:42.410614Z
299,157,like,2025-12-07T05:14:58.410614Z
299,85,retweet,2025-12-03T13:54:05.410614Z
300,73,like,2025-12-04T17:33:20.410614Z
300,89,reply,2025-12-04T02:04:11.410614Z
301,38,reply,2025-12-07T00:04:21.410614Z
301,199,like,2025-12-02T19:28:08.410614Z
302,186,retweet,2025-12-07T08:26:22.410614Z
303,123,reply,2025-12-04T06:42:01.410614Z
303,177,reply,2025-12-05T21:46:53.410614Z
303,105,retweet,2025-12-01T16:07:03.410614Z
303,154,reply,2025-12-01T16:20:45.410614Z
304,198,reply,2025-12-08T03:10:10.410614Z
304,177,retweet,2025-12-09T04:19:53.410614Z
304,191,like,2025-12-03T15:24:10.410614Z
304,56,retweet,2025-12-07T07:43:19.410614Z
305,75,like,2025-12-03T02:54:13.410614Z
305,117,like,2025-12-06T09:41:55.410614Z
306,178,retweet,2025-12-09T07:52:23.410614Z
306,108,reply,2025-12-07T18:22:19.410614Z
307,19,retweet,2025-12-07T05:05:27.410614Z
307,3,retweet,2025-12-06T16:31:44.410614Z
307,145,reply,2025-12-04T18:36:49.410614Z
309,2,retweet,2025-12-01T15:33:23.410614Z
309,101,reply,2025-12-04T14:54:16.410614Z
310,133,reply,2025-12-05T21:09:16.410614Z
310,96,reply,2025-12-09T03:45:45.410614Z
310,32,retweet,2025-12-06T15:22:10.410614Z
311,103,retweet,2025-12-07T09:44:32.410614Z
312,154,like,2025-12-06T01:27:28.410614Z
312,199,like,2025-12-08T09:21:16.410614Z
312,85,like,2025-12-09T00:28:41.410614Z
313,145,like,2025-12-09T00:16:45.410614Z
313,144,like,2025-12-05T11:25:26.410614Z
313,11,retweet,2025-12-04T21:14:13.410614Z
313,123,reply,2025-12-06T00:16:59.410614Z
314,104,reply,2025-12-07T17:26:56.410614Z
315,9,reply,2025-12-02T08:51:55.410614Z
315,74,reply,2025-12-08T03:18:05.410614Z
315,41,like,2025-12-07T05:52:09.410614Z
315,38,reply,2025-12-03T19:26:25.410614Z
317,19,reply,2025-12-02T08:11:10.410614Z
317,39,like,2025-12-07T00:27:45.410614Z
318,80,retweet,2025-12-07T09:15:03.410614Z
318,43,retweet,2025-12-03T22:52:01.410614Z
319,65,like,2025-12-07T15:01:32.410614Z
319,195,retweet,2025-12-08T22:29:56.410614Z
319,113,retweet,2025-12-02T20:50:25.410614Z
319,166,reply,2025-12-06T19:40:57.410614Z
320,129,retweet,2025-12-08T13:08:12.410614Z
320,115,reply,2025-12-09T02:49:09.410614Z
321,145,like,2025-12-05T21:35:52.410614Z
321,102,retweet,2025-12-07T23:01:42.410614Z
322,187,retweet,2025-12-05T21:06:49.410614Z
322,27,retweet,2025-12-08T00:10:50.410614Z
322,101,retweet,2025-12-02T03:59:27.410614Z
323,120,retweet,2025-12-08T13:50:53.410614Z
323,37,retweet,2025-12-08T22:34:16.410614Z
323,163,retweet,2025-12-02T03:57:44.410614Z
323,54,like,2025-12-06T10:53:50.410614Z
324,17,retweet,2025-12-03T08:45:28.410614Z
325,66,like,2025-12-07T20:07:49.410614Z
325,47,retweet,2025-12-05T05:44:32.410614Z
326,178,retweet,2025-12-03T14:58:05.410614Z
327,170,retweet,2025-12-04T11:12:58.410614Z
327,148,like,2025-12-02T06:21:46.410614Z
327,157,retweet,2025-12-04T07:35:47.410614Z
327,37,reply,2025-12-03T02:09:51.410614Z
328,115,like,2025-12-06T04:54:01.410614Z
328,163,retweet,2025-12-06T13:51:11.410614Z
328,148,retweet,2025-12-05T23:03:33.410614Z
328,24,like,2025-12-05T14:43:50.410614Z
329,31,retweet,2025-12-02T20:47:27.410614Z
329,179,retweet,2025-12-03T15:58:55.410614Z
329,127,retweet,2025-12-04T07:36:17.410614Z
329,166,like,2025-12-01T20:08:08.410614Z
330,168,retweet,2025-12-08T08:32:33.410614Z
330,176,like,2025-12-07T12:04:50.410614Z
330,174,like,2025-12-03T07:57:29.410614Z
330,111,retweet,2025-12-07T12:40:00.410614Z
330,162,retweet,2025-12-09T01:10:39.410614Z
331,120,retweet,2025-12-02T12:15:14.410614Z
331,31,reply,2025-12-03T11:27:21.410614Z
331,89,retweet,2025-12-05T17:15:10.410614Z
333,39,reply,2025-12-03T23:31:57.410614Z
333,95,like,2025-12-03T02:55:40.410614Z
334,147,retweet,2025-12-06T21:03:20.410614Z
334,109,retweet,2025-12-06T19:48:26.410614Z
334,32,like,2025-12-08T07:07:59.410614Z
334,162,reply,2025-12-07T12:44:33.410614Z
335,40,like,2025-12-08T08:20:13.410614Z
335,82,like,2025-12-03T11:18:45.410614Z
336,20,reply,2025-12-03T10:48:43.410614Z
337,61,reply,2025-12-06T00:55:19.410614Z
338,66,reply,2025-12-09T01:43:17.410614Z
339,28,like,2025-12-08T06:34:07.410614Z
339,117,retweet,2025-12-05T05:09:22.410614Z
339,152,like,2025-12-07T17:44:16.410614Z
340,105,retweet,2025-12-08T04:04:34.410614Z
340,18,reply,2025-12-02T22:04:12.410614Z
341,45,reply,2025-12-09T07:27:55.410614Z
341,168,retweet,2025-12-03T18:06:50.410614Z
341,145,reply,2025-12-09T05:57:57.410614Z
342,132,reply,2025-12-07T03:51:26.410614Z
343,186,retweet,2025-12-04T18:11:57.410614Z
343,177,like,2025-12-07T23:02:32.410614Z
343,32,reply,2025-12-04T18:43:41.410614Z
344,44,like,2025-12-04T21:25:49.410614Z
345,184,retweet,2025-12-02T14:01:15.410614Z
345,124,reply,2025-12-05T00:07:38.410614Z
345,110,reply,2025-12-07T13:37:18.410614Z
346,115,like,2025-12-08T17:06:53.410614Z
347,135,retweet,2025-12-09T07:33:30.410614Z
347,90,like,2025-12-03T20:05:57.410614Z
348,199,like,2025-12-04T11:20:09.410614Z
348,80,reply,2025-12-04T03:56:58.410614Z
348,31,retweet,2025-12-04T03:15:44.410614Z
349,71,reply,2025-12-07T14:50:09.410614Z
351,31,retweet,2025-12-06T13:50:07.410614Z
352,147,like,2025-12-03T10:23:07.410614Z
352,1,reply,2025-12-08T23:26:55.410614Z
352,118,reply,2025-12-09T09:12:14.410614Z
352,72,retweet,2025-12-07T20:37:12.410614Z
353,80,like,2025-12-03T00:52:00.410614Z
353,126,reply,2025-12-01T17:46:15.410614Z
353,156,reply,2025-12-07T22:07:09.410614Z
354,82,retweet,2025-12-06T05:32:10.410614Z
354,176,like,2025-12-05T22:18:08.410614Z
354,185,reply,2025-12-09T09:49:17.410614Z
355,84,retweet,2025-12-05T05:31:51.410614Z
355,176,like,2025-12-02T07:22:02.410614Z
355,156,like,2025-12-04T06:20:39.410614Z
356,31,reply,2025-12-05T14:41:33.410614Z
356,133,retweet,2025-12-02T01:31:06.410614Z
357,21,retweet,2025-12-05T12:10:16.410614Z
358,3,retweet,2025-12-03T04:53:27.410614Z
358,171,retweet,2025-12-07T23:20:14.410614Z
358,55,like,2025-12-04T00:22:46.410614Z
359,93,retweet,2025-12-05T21:09:42.410614Z
359,98,like,2025-12-08T01:37:01.410614Z
360,118,like,2025-12-08T02:58:26.410614Z
361,90,retweet,2025-12-03T04:00:42.410614Z
361,67,like,2025-12-02T17:26:54.410614Z
361,30,retweet,2025-12-04T09:47:50.410614Z
361,140,retweet,2025-12-04T22:16:10.410614Z
361,21,like,2025-12-08T12:07:01.410614Z
362,70,reply,2025-12-03T07:45:26.410614Z
362,135,reply,2025-12-08T12:12:00.410614Z
362,155,like,2025-12-08T03:44:17.410614Z
362,126,like,2025-12-09T10:26:00.410614Z
363,179,reply,2025-12-02T21:27:49.410614Z
364,43,like,2025-12-03T12:32:38.410614Z
365,179,reply,2025-12-02T00:36:58.410614Z
366,85,like,2025-12-08T18:27:11.410614Z
366,116,retweet,2025-12-04T10:58:28.410614Z
367,152,reply,2025-12-08T17:57:14.410614Z
367,90,like,2025-12-02T07:45:00.410614Z
367,121,like,2025-12-08T15:04:45.410614Z
368,198,like,2025-12-08T00:38:33.410614Z
369,169,retweet,2025-12-08T22:53:38.410614Z
369,124,retweet,2025-12-03T16:52:44.410614Z
369,64,reply,2025-12-02T07:37:38.410614Z
369,93,retweet,2025-12-09T06:20:52.410614Z
370,62,reply,2025-12-02T22:38:48.410614Z
370,147,like,2025-12-08T04:40:30.410614Z
371,139,like,2025-12-04T23:01:54.410614Z
371,115,retweet,2025-12-02T14:16:57.410614Z
371,134,retweet,2025-12-05T00:28:14.410614Z
372,116,retweet,2025-12-08T11:25:45.410614Z
372,145,retweet,2025-12-06T18:45:16.410614Z
372,88,reply,2025-12-06T16:41:02.410614Z
374,13,retweet,2025-12-04T11:42:33.410614Z
374,125,like,2025-12-05T06:43:06.410614Z
374,78,retweet,2025-12-04T17:27:20.410614Z
374,1,reply,2025-12-07T08:36:05.410614Z
375,74,like,2025-12-01T22:49:15.410614Z
375,56,like,2025-12-02T20:20:51.410614Z
376,44,retweet,2025-12-03T14:40:56.410614Z
376,144,like,2025-12-06T02:37:47.410614Z
377,160,reply,2025-12-06T22:02:39.410614Z
377,118,retweet,2025-12-08T06:41:10.410614Z
380,62,retweet,2025-12-06T13:07:36.410614Z
380,148,reply,2025-12-05T09:47:00.410614Z
380,131,retweet,2025-12-06T21:03:43.410614Z
381,21,retweet,2025-12-07T23:35:27.410614Z
381,14,reply,2025-12-08T01:09:11.410614Z
382,130,like,2025-12-05T16:56:10.410614Z
382,189,like,2025-12-02T06:45:59.410614Z
382,183,like,2025-12-07T00:46:39.410614Z
384,63,retweet,2025-12-08T17:19:01.410614Z
384,52,retweet,2025-12-03T09:42:23.410614Z
384,26,like,2025-12-04T21:00:11.410614Z
385,156,reply,2025-12-07T19:59:28.410614Z
385,174,like,2025-12-09T05:00:14.410614Z
385,112,like,2025-12-06T05:30:54.410614Z
385,168,reply,2025-12-05T18:23:46.410614Z
386,70,retweet,2025-12-03T07:49:29.410614Z
387,99,reply,2025-12-05T10:29:30.410614Z
387,2,reply,2025-12-02T10:10:50.410614Z
388,2,like,2025-12-03T17:30:18.410614Z
390,183,like,2025-12-04T11:45:34.410614Z
391,120,like,2025-12-05T07:01:14.410614Z
391,155,reply,2025-12-03T14:17:35.410614Z
391,168,reply,2025-12-03T14:27:07.410614Z
392,24,like,2025-12-01T18:23:13.410614Z
392,170,retweet,2025-12-06T03:07:04.410614Z
393,16,reply,2025-12-05T07:33:53.410614Z
393,15,like,2025-12-07T19:39:25.410614Z
394,178,retweet,2025-12-03T06:52:57.410614Z
395,73,like,2025-12-02T16:29:22.410614Z
395,57,like,2025-12-07T14:32:19.410614Z
395,51,like,2025-12-08T04:19:19.410614Z
395,189,like,2025-12-07T11:32:31.410614Z
396,186,like,2025-12-01T17:29:50.410614Z
396,164,retweet,2025-12-03T13:12:52.410614Z
396,135,reply,2025-12-07T09:17:15.410614Z
396,127,retweet,2025-12-02T12:57:36.410614Z
396,48,retweet,2025-12-07T15:00:38.410614Z
397,153,like,2025-12-06T01:10:40.410614Z
397,138,retweet,2025-12-02T22:42:06.410614Z
397,84,like,2025-12-07T01:14:40.410614Z
398,102,reply,2025-12-08T15:51:20.410614Z
399,7,like,2025-12-03T20:23:23.410614Z
400,187,retweet,2025-12-09T03:09:15.410614Z
402,20,like,2025-12-05T10:12:46.410614Z
402,141,like,2025-12-08T17:39:08.410614Z
402,122,reply,2025-12-05T12:03:17.410614Z
403,14,like,2025-12-03T11:04:26.410614Z
403,6,reply,2025-12-02T09:50:03.410614Z
403,198,retweet,2025-12-03T07:10:22.410614Z
404,94,retweet,2025-12-05T23:14:23.410614Z
405,191,like,2025-12-06T09:39:42.410614Z
405,192,like,2025-12-09T07:07:09.410614Z
405,137,retweet,2025-12-07T01:26:37.410614Z
405,145,like,2025-12-03T23:00:06.410614Z
405,11,reply,2025-12-06T01:05:10.410614Z
406,139,reply,2025-12-04T03:42:44.410614Z
406,52,retweet,2025-12-04T22:22:23.410614Z
406,126,reply,2025-12-04T11:56:03.410614Z
407,88,retweet,2025-12-05T08:52:35.410614Z
407,105,like,2025-12-06T16:45:50.410614Z
407,180,like,2025-12-04T15:35:59.410614Z
407,159,like,2025-12-07T22:10:28.410614Z
408,195,like,2025-12-08T17:34:05.410614Z
408,116,like,2025-12-05T01:36:44.410614Z
409,98,retweet,2025-12-08T21:48:11.410614Z
410,13,retweet,2025-12-08T13:34:09.410614Z
410,169,retweet,2025-12-04T14:12:59.410614Z
410,78,like,2025-12-08T23:19:09.410614Z
410,8,reply,2025-12-02T20:09:58.410614Z
410,138,reply,2025-12-09T07:45:23.410614Z
411,136,retweet,2025-12-05T05:48:52.410614Z
411,118,retweet,2025-12-02T03:03:33.410614Z
412,63,retweet,2025-12-03T14:56:25.410614Z
412,197,retweet,2025-12-08T13:19:16.410614Z
412,138,retweet,2025-12-04T01:56:52.410614Z
413,145,reply,2025-12-04T02:06:07.410614Z
414,91,like,2025-12-03T09:35:59.410614Z
414,122,reply,2025-12-08T01:40:03.410614Z
414,163,reply,2025-12-04T09:24:03.410614Z
414,142,retweet,2025-12-07T02:20:20.410614Z
415,37,reply,2025-12-09T03:15:41.410614Z
415,158,like,2025-12-09T05:01:27.410614Z
416,15,retweet,2025-12-05T11:08:45.410614Z
416,182,reply,2025-12-03T16:03:21.410614Z
417,130,like,2025-12-06T04:18:13.410614Z
419,104,reply,2025-12-03T18:35:44.410614Z
420,38,reply,2025-12-06T00:19:58.410614Z
420,151,reply,2025-12-04T03:54:34.410614Z
420,6,retweet,2025-12-08T11:48:35.410614Z
420,27,reply,2025-12-06T21:51:27.410614Z
423,133,retweet,2025-12-04T01:55:55.410614Z
424,92,like,2025-12-02T00:16:14.410614Z
425,92,retweet,2025-12-07T22:32:31.410614Z
425,20,reply,2025-12-01T13:41:50.410614Z
426,137,retweet,2025-12-06T13:41:07.410614Z
426,62,retweet,2025-12-04T23:17:47.410614Z
427,161,retweet,2025-12-09T05:39:38.410614Z
427,197,like,2025-12-03T02:08:36.410614Z
427,50,reply,2025-12-02T08:03:20.410614Z
427,46,like,2025-12-08T20:01:30.410614Z
428,99,like,2025-12-02T15:27:18.410614Z
428,108,like,2025-12-05T07:23:56.410614Z
428,90,retweet,2025-12-03T14:11:51.410614Z
429,114,reply,2025-12-01T19:52:11.410614Z
429,104,retweet,2025-12-02T06:49:54.410614Z
430,38,reply,2025-12-03T12:05:19.410614Z
430,1,retweet,2025-12-03T00:03:57.410614Z
431,76,retweet,2025-12-04T09:58:28.410614Z
433,188,like,2025-12-02T16:49:53.410614Z
433,187,retweet,2025-12-04T08:06:40.410614Z
434,43,like,2025-12-06T01:35:17.410614Z
434,73,like,2025-12-08T04:12:06.410614Z
434,66,reply,2025-12-07T10:44:13.410614Z
434,155,reply,2025-12-08T16:04:41.410614Z
434,192,reply,2025-12-06T11:29:24.410614Z
435,109,reply,2025-12-06T19:12:31.410614Z
435,187,retweet,2025-12-08T07:21:57.410614Z
435,113,retweet,2025-12-02T17:46:26.410614Z
436,90,reply,2025-12-06T09:01:32.410614Z
436,20,retweet,2025-12-06T17:16:16.410614Z
437,176,retweet,2025-12-08T19:57:14.410614Z
438,160,reply,2025-12-09T02:46:45.410614Z
438,9,like,2025-12-03T03:42:54.410614Z
439,72,like,2025-12-07T16:56:04.410614Z
439,33,reply,2025-12-06T11:36:58.410614Z
440,176,retweet,2025-12-05T12:30:51.410614Z
440,67,retweet,2025-12-01T16:25:09.410614Z
440,157,reply,2025-12-07T00:48:23.410614Z
442,193,retweet,2025-12-02T19:27:06.410614Z
443,29,reply,2025-12-06T18:07:13.410614Z
443,88,retweet,2025-12-03T03:10:54.410614Z
443,178,like,2025-12-05T01:58:40.410614Z
443,101,reply,2025-12-05T20:50:28.410614Z
444,113,retweet,2025-12-03T02:14:27.410614Z
446,160,like,2025-12-09T10:57:50.410614Z
446,28,retweet,2025-12-07T23:35:53.410614Z
446,157,retweet,2025-12-07T11:53:14.410614Z
446,156,like,2025-12-05T22:32:57.410614Z
446,84,reply,2025-12-06T06:01:00.410614Z
447,95,retweet,2025-12-03T03:52:56.410614Z
448,134,reply,2025-12-02T18:04:41.410614Z
448,26,like,2025-12-07T01:25:32.410614Z
449,31,reply,2025-12-03T06:57:22.410614Z
449,96,reply,2025-12-05T08:38:27.410614Z
450,190,like,2025-12-07T14:19:02.410614Z
450,138,retweet,2025-12-05T13:40:48.410614Z
450,154,retweet,2025-12-03T20:15:12.410614Z
451,167,retweet,2025-12-08T03:38:26.410614Z
451,147,retweet,2025-12-04T18:08:04.410614Z
451,120,retweet,2025-12-05T21:48:34.410614Z
451,96,like,2025-12-01T21:24:02.410614Z
451,74,retweet,2025-12-07T19:15:58.410614Z
452,144,reply,2025-12-04T23:37:45.410614Z
452,27,like,2025-12-08T08:15:35.410614Z
453,103,retweet,2025-12-06T09:35:13.410614Z
453,157,retweet,2025-12-04T20:44:14.410614Z
454,104,reply,2025-12-01T15:52:06.410614Z
454,1,retweet,2025-12-03T11:59:37.410614Z
454,68,like,2025-12-03T18:56:05.410614Z
454,176,reply,2025-12-01T17:00:10.410614Z
454,53,reply,2025-12-08T07:54:29.410614Z
455,31,like,2025-12-02T17:42:13.410614Z
455,42,like,2025-12-02T06:38:25.410614Z
455,50,reply,2025-12-02T21:11:27.410614Z
455,112,like,2025-12-05T07:27:06.410614Z
455,29,retweet,2025-12-05T01:51:43.410614Z
456,133,reply,2025-12-03T16:49:21.410614Z
456,175,reply,2025-12-04T18:32:37.410614Z
456,52,retweet,2025-12-05T23:42:41.410614Z
457,121,retweet,2025-12-03T05:12:26.410614Z
457,2,like,2025-12-02T09:17:29.410614Z
458,117,like,2025-12-01T14:05:21.410614Z
458,84,like,2025-12-07T22:58:23.410614Z
458,24,reply,2025-12-05T23:10:23.410614Z
459,149,reply,2025-12-04T22:21:38.410614Z
460,19,like,2025-12-06T01:32:19.410614Z
460,151,like,2025-12-04T15:12:37.410614Z
460,39,like,2025-12-06T16:42:56.410614Z
461,70,reply,2025-12-02T04:06:43.410614Z
461,188,like,2025-12-09T03:17:31.410614Z
461,157,like,2025-12-07T13:20:38.410614Z
462,13,retweet,2025-12-02T18:33:32.410614Z
462,130,retweet,2025-12-04T17:30:52.410614Z
463,90,reply,2025-12-03T16:24:39.410614Z
463,79,like,2025-12-06T05:41:04.410614Z
466,186,reply,2025-12-05T21:48:28.410614Z
466,108,retweet,2025-12-07T11:20:39.410614Z
466,54,like,2025-12-01T22:35:22.410614Z
466,157,reply,2025-12-06T11:31:42.410614Z
468,178,reply,2025-12-05T01:45:01.410614Z
471,39,reply,2025-12-07T06:56:22.410614Z
471,180,like,2025-12-03T07:23:04.410614Z
472,49,reply,2025-12-08T23:37:14.410614Z
472,167,reply,2025-12-04T05:34:18.410614Z
472,157,reply,2025-12-03T16:56:00.410614Z
473,49,reply,2025-12-07T02:01:29.410614Z
473,194,like,2025-12-06T19:35:20.410614Z
474,0,retweet,2025-12-04T07:26:48.410614Z
474,79,retweet,2025-12-01T15:02:46.410614Z
475,46,like,2025-12-07T00:10:22.410614Z
475,186,reply,2025-12-09T05:34:02.410614Z
476,63,reply,2025-12-06T06:54:00.410614Z
476,78,retweet,2025-12-08T21:55:21.410614Z
476,174,reply,2025-12-05T05:15:06.410614Z
477,51,reply,2025-12-02T02:06:03.410614Z
477,45,like,2025-12-01T22:48:07.410614Z
477,75,reply,2025-12-03T23:01:52.410614Z
477,66,reply,2025-12-01T12:45:28.410614Z
478,145,reply,2025-12-02T23:06:06.410614Z
478,53,reply,2025-12-05T04:10:47.410614Z
479,131,retweet,2025-12-05T18:42:17.410614Z
479,197,retweet,2025-12-09T07:32:05.410614Z
479,53,reply,2025-12-06T18:25:51.410614Z
480,8,retweet,2025-12-09T05:57:10.410614Z
480,82,retweet,2025-12-01T23:32:46.410614Z
480,179,retweet,2025-12-08T04:55:12.410614Z
480,26,retweet,2025-12-05T05:48:26.410614Z
480,161,retweet,2025-12-07T10:56:27.410614Z
482,102,like,2025-12-07T20:24:18.410614Z
482,76,retweet,2025-12-04T14:42:25.410614Z
482,10,retweet,2025-12-09T05:45:38.410614Z
483,50,reply,2025-12-07T07:00:12.410614Z
484,36,retweet,2025-12-03T05:42:46.410614Z
484,88,retweet,2025-12-08T11:45:12.410614Z
485,52,like,2025-12-06T15:30:47.410614Z
485,111,retweet,2025-12-08T18:21:11.410614Z
485,23,like,2025-12-04T08:05:42.410614Z
485,185,retweet,2025-12-03T03:59:46.410614Z
487,72,retweet,2025-12-02T16:17:10.410614Z
487,172,like,2025-12-03T17:57:14.410614Z
487,186,reply,2025-12-09T03:39:40.410614Z
488,0,retweet,2025-12-07T12:13:40.410614Z
488,156,like,2025-12-06T17:31:48.410614Z
488,153,like,2025-12-09T04:02:31.410614Z
488,192,retweet,2025-12-03T08:21:07.410614Z
490,174,like,2025-12-02T08:43:26.410614Z
490,132,retweet,2025-12-07T11:51:11.410614Z
491,98,reply,2025-12-02T11:18:39.410614Z
492,66,like,2025-12-01T17:27:11.410614Z
492,189,retweet,2025-12-01T23:32:00.410614Z
492,162,reply,2025-12-04T07:40:00.410614Z
494,157,like,2025-12-02T01:28:33.410614Z
494,186,like,2025-12-07T17:54:22.410614Z
494,116,retweet,2025-12-04T09:54:34.410614Z
494,111,reply,2025-12-04T02:32:45.410614Z
495,75,retweet,2025-12-03T11:05:41.410614Z
496,136,like,2025-12-07T16:15:16.410614Z
496,189,like,2025-12-07T06:27:59.410614Z
496,101,reply,2025-12-01T20:02:12.410614Z
496,63,retweet,2025-12-03T19:03:22.410614Z
497,134,reply,2025-12-02T10:15:11.410614Z
498,25,reply,2025-12-07T23:26:05.410614Z
498,97,reply,2025-12-04T20:20:56.410614Z
498,131,retweet,2025-12-09T05:02:09.410614Z
500,131,retweet,2025-12-02T03:53:50.410614Z
500,138,retweet,2025-12-05T04:58:16.410614Z
500,62,retweet,2025-12-08T13:43:08.410614Z
500,177,retweet,2025-12-07T01:21:33.410614Z
500,12,retweet,2025-12-08T20:54:27.410614Z
501,162,like,2025-12-06T11:04:29.410614Z
501,81,reply,2025-12-04T03:41:03.410614Z
501,24,like,2025-12-04T13:32:53.410614Z
503,118,reply,2025-12-06T21:31:51.410614Z
503,190,retweet,2025-12-03T10:33:28.410614Z
503,127,reply,2025-12-07T12:44:41.410614Z
503,53,retweet,2025-12-04T08:42:26.410614Z
504,172,reply,2025-12-06T13:00:14.410614Z
504,119,retweet,2025-12-02T20:36:31.410614Z
504,7,like,2025-12-04T15:28:24.410614Z
504,39,reply,2025-12-02T03:11:12.410614Z
505,101,like,2025-12-06T07:42:17.410614Z
506,102,retweet,2025-12-04T03:48:16.410614Z
506,140,retweet,2025-12-05T00:06:13.410614Z
508,193,retweet,2025-12-04T19:22:06.410614Z
509,195,reply,2025-12-07T08:09:10.410614Z
509,118,retweet,2025-12-02T20:30:14.410614Z
